,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude,geometry,index_right,boro_code,boro_name,county_fip,ntacode,ntaname,shape_area,shape_leng
120,a6j2CcjSIJvJ0XsO5Af-dA,mi-tea-forest-hills,Mi Tea,https://s3-media4.fl.yelpcdn.com/bphoto/y8SyvqSbf7Xw7pMBHi5tdQ/o.jpg,False,https://www.yelp.com/biz/mi-tea-forest-hills?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,83,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.7205497, 'longitude': -73.8443573}","['delivery', 'pickup']",$$,"{'address1': '107-22 Continental Ave', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['107-22 Continental Ave', 'Forest Hills, NY 11375']}",,,12773.346149341884,40.7205497,-73.8443573,POINT (-73.8443573 40.7205497),190,4.0,Queens,081,QN17,Forest Hills,57823290.3238,36173.6497604
121,k4vjHGo_i8d5RuD1CYjNcA,momochai-woodside-3,Momochai,https://s3-media3.fl.yelpcdn.com/bphoto/U3t1bsVxP-lLvv9IjHYaCw/o.jpg,False,https://www.yelp.com/biz/momochai-woodside-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,65,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.0,"{'latitude': 40.7457553530764, 'longitude': -73.9070381725156}","['delivery', 'pickup']",$,"{'address1': '57-16 Woodside Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['57-16 Woodside Ave', 'Woodside, NY 11377']}",13477306089.0,(347) 730-6089,8611.340251600677,40.7457553530764,-73.9070381725156,POINT (-73.9070381725156 40.7457553530764),178,4.0,Queens,081,QN63,Woodside,28248151.0863,27863.1243587
122,Ka27FAW9hMJktYdiKZcqdw,mr-buncha-sunnyside,Mr.Buncha,https://s3-media2.fl.yelpcdn.com/bphoto/_Zlvb6ghFHO_D04z3YAG2A/o.jpg,False,https://www.yelp.com/biz/mr-buncha-sunnyside?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,53,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,"{'latitude': 40.7433215, 'longitude': -73.924233}","['delivery', 'pickup']",$,"{'address1': '4509 40th St', 'address2': None, 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['4509 40th St', 'Sunnyside, NY 11104']}",17182556534.0,(718) 255-6534,7248.081637043655,40.7433215,-73.924233,POINT (-73.924233 40.7433215),166,4.0,Queens,081,QN31,Hunters Point-Sunnyside-West Maspeth,102419069.807,74520.1734573
123,n17_W0zgGZP3U35i8NcWgg,yifang-taiwan-fruit-tea-new-york-6,Yi Fang Taiwan Fruit Tea,https://s3-media2.fl.yelpcdn.com/bphoto/TBFBb_JhhPfhufkY_VpamQ/o.jpg,False,https://www.yelp.com/biz/yifang-taiwan-fruit-tea-new-york-6?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,37,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",3.5,"{'latitude': 40.72895754541374, 'longitude': -73.98816510415618}","['delivery', 'pickup']",$,"{'address1': '33 St Marks Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['33 St Marks Pl', 'New York, NY 10003']}",16317038740.0,(631) 703-8740,2665.011860564802,40.72895754541374,-73.98816510415618,POINT (-73.98816510415618 40.72895754541374),139,1.0,Manhattan,061,MN22,East Village,10894242.634,13555.2320945
124,2q9ZFhHXT0nYp6scyrEbCw,gong-cha-new-york-11,Gong Cha,https://s3-media2.fl.yelpcdn.com/bphoto/_DkhLEVOPDNMpRIIFXUvsg/o.jpg,False,https://www.yelp.com/biz/gong-cha-new-york-11?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,341,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 40.7474575532982, 'longitude': -73.9863477886696}","['delivery', 'pickup']",$,"{'address1': '12 W 32nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['12 W 32nd St', 'New York, NY 10001']}",12124650852.0,(212) 465-0852,4719.32825098307,40.7474575532982,-73.9863477886696,POINT (-73.9863477886696 40.7474575532982),3,1.0,Manhattan,061,MN17,Midtown-Midtown South,30191534.2409,27032.7003748
125,I9Oy1hHTYKT7Ay9oO6N5FA,kung-fu-tea-brooklyn-7,Kung Fu Tea,https://s3-media2.fl.yelpcdn.com/bphoto/0XD0TWYRmVcDreH8FBxz3w/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-brooklyn-7?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,38,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.68066, 'longitude': -73.97774}","['delivery', 'pickup']",,"{'address1': '76 5th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['76 5th Ave', 'Brooklyn, NY 11217']}",15182186655.0,(518) 218-6655,3083.321559347621,40.68066,-73.97774,POINT (-73.97774 40.68066),118,3.0,Brooklyn,047,BK37,Park Slope-Gowanus,42509224.0532,31476.8051121
126,KxKcMHeR2MXtCQWA-Icx7w,gong-cha-brooklyn-8,Gong Cha,https://s3-media4.fl.yelpcdn.com/bphoto/ZCvj0aFPMa6nAmNkm7R2Tg/o.jpg,False,https://www.yelp.com/biz/gong-cha-brooklyn-8?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,11,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.6691911, 'longitude': -73.9859828}","['delivery', 'pickup']",,"{'address1': '313 9th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['313 9th St', 'Brooklyn, NY 11215']}",13472940496.0,(347) 294-0496,4090.065500582517,40.6691911,-73.9859828,POINT (-73.9859828 40.6691911),118,3.0,Brooklyn,047,BK37,Park Slope-Gowanus,42509224.0532,31476.8051121
127,oIKdz-9myT98LwufgyMdTw,mellow-tea-new-york-2,mellow tea,https://s3-media1.fl.yelpcdn.com/bphoto/-CugWXXDaGH8vMzbiN4ZjA/o.jpg,False,https://www.yelp.com/biz/mellow-tea-new-york-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,29,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.81106, 'longitude': -73.95818}","['delivery', 'pickup']",,"{'address1': '1268 Amsterdam Ave', 'address2': 'Ste B', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['1268 Amsterdam Ave', 'Ste B', 'New York, NY 10027']}",16468751665.0,(646) 875-1665,12136.836347524197,40.81106,-73.95818,POINT (-73.95818 40.81106),74,1.0,Manhattan,061,MN09,Morningside Heights,20153942.4143,20749.4974385
128,VOhlCaeYd08UbsCYRKg_EA,möge-tee-forest-hills-forest-hills,MÖGE TEE Forest Hills,https://s3-media3.fl.yelpcdn.com/bphoto/-_OdcKdG88pMrdMzr3sMFw/o.jpg,False,https://www.yelp.com/biz/m%C3%B6ge-tee-forest-hills-forest-hills?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,36,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.720865146242666, 'longitude': -73.84643380184885}","['delivery', 'pickup']",$$,"{'address1': '70-15A Austin St', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['70-15A Austin St', 'Forest Hills, NY 11375']}",13476441702.0,(347) 644-1702,12579.57894373241,40.720865146242666,-73.84643380184885,POINT (-73.84643380184885 40.720865146242666),190,4.0,Queens,081,QN17,Forest Hills,57823290.3238,36173.6497604
129,098Q_jvShhzuKTfi6e7wFA,bake-culture-staten-island,Bake Culture,https://s3-media3.fl.yelpcdn.com/bphoto/deQtlII6oevFBSX2wJuTUg/o.jpg,False,https://www.yelp.com/biz/bake-culture-staten-island?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,6,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,"{'latitude': 40.64381, 'longitude': -74.07618}",[],,"{'address1': '55 Richmond Ter', 'address2': '', 'address3': None, 'city': 'Staten Island', 'zip_code': '10301', 'country': 'US', 'state': 'NY', 'display_address': ['55 Richmond Ter', 'Staten Island, NY 10301']}",,,9645.612038268442,40.64381,-74.07618,POINT (-74.07618 40.64381),123,5.0,Staten Island,085,SI22,West New Brighton-New Brighton-St. George,56028570.7705,66052.5937578
130,EC27zM2Gj9L_pUMqjfiWnQ,hawa-smoothies-and-bubble-tea-new-york-7,Hawa Smoothies & Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/Nl5xQnaaItwWI7JlNZoayQ/o.jpg,False,https://www.yelp.com/biz/hawa-smoothies-and-bubble-tea-new-york-7?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,12,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",5.0,"{'latitude': 40.76164, 'longitude': -73.96382}","['delivery', 'pickup']",,"{'address1': '1151 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['1151 2nd Ave', 'New York, NY 10065']}",16464787547.0,(646) 478-7547,6757.744523892463,40.76164,-73.96382,POINT (-73.96382 40.76164),99,1.0,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.6544,38404.4840943
131,ylzJLIm00pc5r1SEsRB07w,tiger-sugar-brooklyn-3,tigersugar,https://s3-media3.fl.yelpcdn.com/bphoto/4wOd34DvpfbrqMkgbeuMdw/o.jpg,False,https://www.yelp.com/biz/tiger-sugar-brooklyn-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,49,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 40.60262, 'longitude': -73.9953}","['delivery', 'pickup']",$$,"{'address1': '2132 86th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['2132 86th St', 'Brooklyn, NY 11214']}",17189719993.0,(718) 971-9993,11434.840862852285,40.60262,-73.9953,POINT (-73.9953 40.60262),106,3.0,Brooklyn,047,BK28,Bensonhurst West,46663162.9946,37029.1383654
132,56rTisZA_iEekMsyZHvSHQ,momentea-kitchen-new-york-2,MomenTea Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/hs_evLOJzEoGlag2OTaXWA/o.jpg,False,https://www.yelp.com/biz/momentea-kitchen-new-york-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,86,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.7551628731681, 'longitude': -73.9885599911213}","['delivery', 'pickup']",$$,"{'address1': '213 W 40th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['213 W 40th St', 'New York, NY 10018']}",16466660308.0,(646) 666-0308,5549.451479581738,40.7551628731681,-73.9885599911213,POINT (-73.9885599911213 40.7551628731681),3,1.0,Manhattan,061,MN17,Midtown-Midtown South,30191534.2409,27032.7003748
133,L5dPewlTmV-FntJdJ71m1g,vivi-bubble-tea-new-york-34,Vivi Bubble Tea,https://s3-media1.fl.yelpcdn.com/bphoto/jnxQtbUijklWy8MZ4IYbRA/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-new-york-34?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,82,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.76722, 'longitude': -73.95918}","['delivery', 'pickup']",$,"{'address1': '1324 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1324 2nd Ave', 'New York, NY 10021']}",16468580710.0,(646) 858-0710,7479.376336531703,40.76722,-73.95918,POINT (-73.95918 40.76722),99,1.0,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.6544,38404.4840943
134,KOK_VAKTC7TzZeve2EwCoA,kung-fu-tea-new-york-27,Kung Fu Tea,https://s3-media2.fl.yelpcdn.com/bphoto/Td0RmzDV6EmGeAkgF0EAsg/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-new-york-27?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,69,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.70518687933659, 'longitude': -74.01420958451303}",[],$,"{'address1': '9 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['9 Broadway', 'New York, NY 10004']}",12127855688.0,(212) 785-5688,1679.0731189664118,40.70518687933659,-74.01420958451303,POINT (-74.01420958451303 40.70518687933659),95,1.0,Manhattan,061,MN25,Battery Park City-Lower Manhattan,19012454.1471,43732.562268
135,iG6_dHAJcnz9-0CLjceHWQ,kung-fu-tea-new-york-17,Kung Fu Tea,https://s3-media1.fl.yelpcdn.com/bphoto/Ft4IFUpnF-GN8lDDa1lCUg/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-new-york-17?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,121,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.5,"{'latitude': 40.764001, 'longitude': -73.959104}","['delivery', 'pickup']",$,"{'address1': '1219 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['1219 1st Ave', 'New York, NY 10065']}",19176756987.0,(917) 675-6987,7154.417825851221,40.764001,-73.959104,POINT (-73.959104 40.764001),99,1.0,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.6544,38404.4840943
136,PWMdsxfeNcWhqyezNnhc5Q,hawa-smoothies-new-york-3,Hawa Smoothies,https://s3-media3.fl.yelpcdn.com/bphoto/t7FTOuf3o4MHQLJwjTLnAA/o.jpg,False,https://www.yelp.com/biz/hawa-smoothies-new-york-3?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,8,"[{'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.7180955809494, 'longitude': -73.9858869347862}","['delivery', 'pickup']",,"{'address1': '156 Delancey St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['156 Delancey St', 'New York, NY 10002']}",,,1575.0559417000898,40.7180955809494,-73.9858869347862,POINT (-73.9858869347862 40.7180955809494),97,1.0,Manhattan,061,MN28,Lower East Side,23299374.3326,26518.5116558
137,RHz7OAoy5yMNWBcLArgLrQ,sweets-bakery-new-york,Sweets Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/V3-BCTHX5M452uLqN9rX_g/o.jpg,False,https://www.yelp.com/biz/sweets-bakery-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,83,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,"{'latitude': 40.717286, 'longitude': -73.9996625}","['delivery', 'pickup']",$,"{'address1': '135 Walker St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['135 Walker St', 'New York, NY 10013']}",12122192012.0,(212) 219-2012,1392.2768502710005,40.717286,-73.9996625,POINT (-73.9996625 40.717286),88,1.0,Manhattan,061,MN27,Chinatown,14501876.9123,20786.2543315
138,hVNjh97zPH6Rs8NuI_rc5A,yifang-taiwan-fruit-tea-new-york-7,Yi Fang Taiwan Fruit Tea,https://s3-media2.fl.yelpcdn.com/bphoto/eKoK-8wMuMompfNPAGYZmQ/o.jpg,False,https://www.yelp.com/biz/yifang-taiwan-fruit-tea-new-york-7?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,67,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.75257, 'longitude': -73.98555}","['delivery', 'pickup']",$$,"{'address1': '1028 6th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['1028 6th Ave', 'New York, NY 10018']}",16468610657.0,(646) 861-0657,5287.430868321244,40.75257,-73.98555,POINT (-73.98555 40.75257),3,1.0,Manhattan,061,MN17,Midtown-Midtown South,30191534.2409,27032.7003748
139,lE-SOH9bN462YiKvyBTpsg,song-tea-flushing,Song Tea,https://s3-media2.fl.yelpcdn.com/bphoto/BL7Ob-lhTbk3hQXrYY1kgw/o.jpg,False,https://www.yelp.com/biz/song-tea-flushing?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,55,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.760447, 'longitude': -73.830369}","['delivery', 'pickup']",$$,"{'address1': '38-21 Main St', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['38-21 Main St', 'Flushing, NY 11354']}",17188868254.0,(718) 886-8254,15102.990892928176,40.760447,-73.830369,POINT (-73.830369 40.760447),155,4.0,Queens,081,QN22,Flushing,37864244.6349,38368.0678904
140,mgB5QY3JjBUc_GvIoupxSg,coco-fresh-tea-and-juice-astoria-2,CoCo Fresh Tea & Juice,https://s3-media4.fl.yelpcdn.com/bphoto/122uYSMls0F1m30BVlSx3w/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-astoria-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,2,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.7764702, 'longitude': -73.9114118}","['delivery', 'pickup']",,"{'address1': '29-22 Ditmars Blvd', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['29-22 Ditmars Blvd', 'Astoria, NY 11105']}",,,10541.61415843256,40.7764702,-73.9114118,POINT (-73.9114118 40.7764702),183,4.0,Queens,081,QN72,Steinway,57724460.4983,43563.1486125
141,aRef6blay-OCgv3AdbdbOw,vivi-bubble-tea-new-york-5,Vivi Bubble Tea,https://s3-media1.fl.yelpcdn.com/bphoto/be_TVq4-5VR4jZfIAzF-Zw/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-new-york-5?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,49,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.7136955955471, 'longitude': -73.9973911643028}","['delivery', 'pickup']",$,"{'address1': '2 E Broadway', 'address2': 'Ste 6', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['2 E Broadway', 'Ste 6', 'New York, NY 10038']}",12129665793.0,(212) 966-5793,953.8751308353592,40.7136955955471,-73.9973911643028,POINT (-73.9973911643028 40.7136955955471),88,1.0,Manhattan,061,MN27,Chinatown,14501876.9123,20786.2543315
142,Ez_D8xip-sRgHCW9hQ2VBQ,banhmigos-brooklyn-5,Banhmigos,https://s3-media3.fl.yelpcdn.com/bphoto/bF4SRENj3VPgh0wd80_nNg/o.jpg,False,https://www.yelp.com/biz/banhmigos-brooklyn-5?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,302,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.67564023254107, 'longitude': -73.97439024648656}","['pickup', 'delivery']",$,"{'address1': '178 Lincoln Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['178 Lincoln Pl', 'Brooklyn, NY 11217']}",17183993812.0,(718) 399-3812,3714.742502530806,40.67564023254107,-73.97439024648656,POINT (-73.97439024648656 40.67564023254107),118,3.0,Brooklyn,047,BK37,Park Slope-Gowanus,42509224.0532,31476.8051121
143,0k6dQ0Ec2dVo1eZ_tPgr0Q,juicy-cube-new-york,Juicy Cube,https://s3-media2.fl.yelpcdn.com/bphoto/7NqAzgicNF0j_9QRy98mnw/o.jpg,False,https://www.yelp.com/biz/juicy-cube-new-york?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,217,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.7602119445801, 'longitude': -73.9696807861328}","['pickup', 'delivery']",$$,"{'address1': '674 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['674 Lexington Ave', 'New York, NY 10022']}",12128882188.0,(212) 888-2188,6433.23939036896,40.7602119445801,-73.9696807861328,POINT (-73.9696807861328 40.7602119445801),124,1.0,Manhattan,061,MN19,Turtle Bay-East Midtown,17390168.2929,21251.8421991
144,E2ZR6eKzi9oYwqOAEMz19A,zais-dessertery-new-york-2,Zai's Dessertery,https://s3-media2.fl.yelpcdn.com/bphoto/WMdv1ZRzCscyp030-iMkKQ/o.jpg,False,https://www.yelp.com/biz/zais-dessertery-new-york-2?adjust_creative=zTtVd4iqmdHJBmAUCFHMFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zTtVd4iqmdHJBmAUCFHMFw,8,"[{'alias': 'macarons', 'title': 'Macarons'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.5,"{'latitude': 40.78563, 'longitude': -73.97673}","['pickup', 'delivery']",,"{'address1': '470 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['470 Amsterdam Ave', 'New York, NY 10024']}",19174727436.0,(917) 472-7436,9032.252523921064,40.78563,-73.97673,POINT (-73.97673 40.78563),18,1.0,Manhattan,061,MN12,Upper West Side,34379942.2944,29160.206256
